Subject,Educ,Income2005
5700,12,"$70,000.00 "
5705,12,"$10,900.00 "
5711,12,"$42,000.00 "
5712,12,"$26,280.00 "
5718,12,"$9,000.00 "
11759,12,"$50,000.00 "
11760,12,"$4,000.00 "
11785,12,"$78,000.00 "
11786,12,"$65,000.00 "
11792,12,"$19,000.00 "
11793,12,"$56,000.00 "
11794,12,"$40,000.00 "
11800,12,"$60,000.00 "
11801,12,$350.00 
11807,12,"$80,000.00 "
11811,12,"$8,000.00 "
11813,12,"$30,456.00 "
11822,12,"$57,500.00 "
11830,12,"$2,000.00 "
11839,12,"$45,000.00 "
11846,12,"$54,000.00 "
11849,12,"$50,000.00 "
11858,12,"$24,000.00 "
11860,12,"$40,000.00 "
11864,12,"$24,000.00 "
11865,12,"$42,500.00 "
11875,12,"$57,000.00 "
11878,12,"$22,000.00 "
11879,12,"$13,691.00 "
11880,12,"$15,000.00 "
11883,12,"$44,000.00 "
11884,12,"$2,200.00 "
11887,12,"$24,200.00 "
11891,12,"$10,000.00 "
11909,12,"$16,000.00 "
11917,12,"$35,000.00 "
11925,12,"$58,000.00 "
11926,12,"$45,000.00 "
11934,12,"$90,000.00 "
11935,12,"$24,000.00 "
11939,12,"$15,000.00 "
11940,12,"$14,000.00 "
11942,12,"$39,000.00 "
11947,12,"$90,000.00 "
11949,12,"$26,000.00 "
11950,12,"$2,000.00 "
11958,12,"$75,000.00 "
11973,12,"$60,000.00 "
11981,12,"$31,000.00 "
11993,12,"$40,000.00 "
12000,12,"$33,000.00 "
12008,12,"$60,000.00 "
12018,12,"$52,900.00 "
12019,12,"$58,000.00 "
12022,12,"$63,000.00 "
12031,12,"$40,000.00 "
12032,12,"$24,000.00 "
12039,12,"$22,000.00 "
12041,12,"$46,000.00 "
12042,12,"$3,000.00 "
12043,12,$628.00 
12055,12,"$51,000.00 "
12057,12,"$3,000.00 "
12076,12,"$6,000.00 "
12082,12,"$4,000.00 "
12083,12,"$22,000.00 "
12084,12,"$33,793.00 "
12090,12,"$30,000.00 "
12093,12,"$82,000.00 "
12097,12,"$54,000.00 "
12125,12,"$42,000.00 "
12126,12,"$21,000.00 "
12128,12,"$30,000.00 "
12130,12,"$24,000.00 "
12131,12,"$23,000.00 "
12133,12,"$11,560.00 "
12139,12,"$12,600.00 "
6,16,"$65,000.00 "
13,16,"$8,000.00 "
21,16,"$253,043.00 "
22,16,"$45,300.00 "
63,16,"$108,000.00 "
78,16,"$14,657.00 "
89,16,"$62,000.00 "
106,16,"$105,000.00 "
107,16,"$43,000.00 "
119,16,"$12,000.00 "
120,16,"$150,000.00 "
129,16,"$80,000.00 "
137,16,"$175,829.00 "
138,16,"$8,000.00 "
184,16,"$6,000.00 "
192,16,"$26,000.00 "
193,16,"$105,000.00 "
201,16,"$16,000.00 "
210,16,"$50,000.00 "
218,16,"$261,763.00 "
269,16,"$154,541.00 "
282,16,"$14,000.00 "
317,16,"$31,500.00 "
321,16,"$69,000.00 "
327,16,"$28,000.00 "
346,16,"$120,000.00 "
357,16,"$80,000.00 "
358,16,"$110,000.00 "
359,16,"$60,000.00 "
367,16,"$58,000.00 "
369,16,"$12,000.00 "
370,16,"$20,000.00 "
400,16,"$75,000.00 "
409,16,"$180,733.00 "
439,16,"$77,000.00 "
444,16,"$1,500.00 "
445,16,"$40,000.00 "
457,16,"$53,000.00 "
461,16,"$85,000.00 "
467,16,"$20,000.00 "
479,16,"$86,000.00 "
496,16,"$25,000.00 "
506,16,"$43,000.00 "
520,16,"$73,000.00 "
553,16,"$10,000.00 "
608,16,"$27,000.00 "
609,16,"$32,000.00 "
612,16,"$46,136.00 "
645,16,"$163,172.00 "
650,16,"$58,000.00 "
663,16,"$85,000.00 "
665,16,"$30,000.00 "
671,16,"$10,000.00 "
751,16,"$55,000.00 "
777,16,"$85,000.00 "
792,16,"$30,000.00 "
793,16,"$30,000.00 "
796,16,"$58,000.00 "
807,16,"$70,000.00 "
810,16,"$115,000.00 "
812,16,"$10,500.00 "
816,16,"$29,000.00 "
817,16,"$117,000.00 "
820,16,"$85,000.00 "
847,16,"$67,500.00 "
872,16,"$176,354.00 "
881,16,"$8,000.00 "
882,16,"$42,000.00 "
885,16,"$37,000.00 "
896,16,"$15,000.00 "
898,16,"$40,000.00 "
908,16,"$37,000.00 "
912,16,"$34,000.00 "
916,16,"$20,000.00 "
920,16,"$120,000.00 "
945,16,"$37,300.00 "
961,16,"$140,000.00 "
999,16,"$27,000.00 "
1003,16,"$70,000.00 "
1053,16,"$394,058.00 "
1078,16,"$61,000.00 "
1082,16,"$70,000.00 "
1093,16,"$35,000.00 "
1106,16,"$35,000.00 "
1122,16,"$37,000.00 "
1138,16,"$58,000.00 "
1139,16,"$60,000.00 "
1143,16,"$180,124.00 "
1144,16,"$248,713.00 "
1157,16,"$63,000.00 "
1176,16,"$77,000.00 "
1184,16,"$95,000.00 "
1186,16,"$140,000.00 "
1200,16,"$9,000.00 "
1268,16,"$90,000.00 "
1276,16,"$46,000.00 "
1286,16,"$32,000.00 "
1293,16,"$36,000.00 "
1311,16,"$130,000.00 "
1325,16,"$80,000.00 "
1347,16,"$157,280.00 "
1367,16,"$16,000.00 "
1368,16,"$39,000.00 "
1374,16,"$15,700.00 "
1394,16,"$62,000.00 "
1429,16,"$30,000.00 "
1432,16,"$42,000.00 "
1477,16,"$70,000.00 "
1481,16,"$71,000.00 "
1502,16,"$12,000.00 "
1510,16,"$26,000.00 "
1522,16,"$51,300.00 "
1552,16,"$9,200.00 "
1564,16,"$3,400.00 "
1569,16,"$63,000.00 "
1574,16,"$47,000.00 "
1587,16,"$27,300.00 "
1601,16,"$368,302.00 "
1622,16,"$60,000.00 "
1626,16,"$73,000.00 "
1631,16,"$85,000.00 "
1670,16,"$105,000.00 "
1733,16,"$115,000.00 "
1740,16,"$19,000.00 "
1763,16,"$22,000.00 "
1766,16,"$12,000.00 "
1808,16,"$125,000.00 "
1885,16,"$35,000.00 "
1924,16,"$65,000.00 "
1930,16,"$45,000.00 "
1950,16,"$22,000.00 "
1954,16,"$4,000.00 "
1967,16,"$40,000.00 "
1976,16,"$36,000.00 "
2005,16,"$78,000.00 "
2034,16,"$52,000.00 "
2049,16,"$33,000.00 "
2056,16,"$135,000.00 "
2061,16,"$50,000.00 "
2068,16,"$35,000.00 "
2083,16,"$26,000.00 "
2096,16,"$92,000.00 "
2124,16,"$115,000.00 "
2144,16,"$57,000.00 "
2159,16,"$70,000.00 "
2167,16,"$48,000.00 "
2168,16,"$57,600.00 "
2178,16,"$44,000.00 "
2202,16,"$35,000.00 "
2218,16,"$70,000.00 "
2220,16,"$82,000.00 "
2222,16,"$46,000.00 "
2230,16,"$40,000.00 "
2243,16,"$30,000.00 "
2286,16,"$26,000.00 "
2291,16,"$60,200.00 "
2299,16,"$47,000.00 "
2301,16,"$71,500.00 "
2323,16,"$100,000.00 "
2324,16,"$102,000.00 "
2328,16,"$31,000.00 "
2329,16,"$40,000.00 "
2372,16,"$65,000.00 "
2444,16,"$50,000.00 "
2494,16,"$72,000.00 "
2544,16,"$98,000.00 "
2545,16,"$103,000.00 "
2550,16,"$36,660.00 "
2551,16,"$39,500.00 "
2552,16,"$33,500.00 "
2557,16,"$96,000.00 "
2565,16,"$44,000.00 "
2570,16,"$15,300.00 "
2572,16,"$70,500.00 "
2590,16,"$60,000.00 "
2606,16,"$51,000.00 "
2607,16,"$35,000.00 "
2633,16,"$92,000.00 "
2637,16,"$48,000.00 "
2701,16,"$88,000.00 "
2702,16,"$91,500.00 "
2703,16,"$125,000.00 "
2714,16,"$45,000.00 "
2723,16,"$62,000.00 "
2730,16,"$10,000.00 "
2770,16,"$57,000.00 "
2771,16,"$10,000.00 "
2804,16,"$52,000.00 "
2813,16,"$75,000.00 "
2838,16,"$69,500.00 "
2848,16,"$19,285.00 "
2868,16,"$74,000.00 "
2894,16,"$166,924.00 "
2895,16,"$194,031.00 "
2899,16,"$30,000.00 "
2928,16,"$10,088.00 "
2930,16,"$32,000.00 "
2946,16,"$62,000.00 "
2948,16,"$12,500.00 "
2949,16,"$20,000.00 "
2950,16,"$93,000.00 "
2962,16,"$140,000.00 "
2984,16,"$359,118.00 "
2985,16,"$100,000.00 "
2988,16,"$100,000.00 "
2991,16,"$45,000.00 "
3016,16,"$85,000.00 "
3062,16,"$282,588.00 "
3084,16,"$183,223.00 "
3085,16,"$25,000.00 "
3141,16,"$80,000.00 "
3143,16,"$53,000.00 "
3145,16,"$5,000.00 "
3150,16,"$138,000.00 "
3153,16,"$151,083.00 "
3154,16,"$10,000.00 "
3157,16,"$60,000.00 "
3159,16,"$40,000.00 "
3205,16,"$90,000.00 "
3208,16,"$135,000.00 "
3243,16,"$50,000.00 "
3263,16,"$89,000.00 "
3266,16,$250.00 
3289,16,"$140,000.00 "
3303,16,"$18,000.00 "
3338,16,"$2,000.00 "
3352,16,"$1,200.00 "
3360,16,"$32,000.00 "
3378,16,"$8,220.00 "
3387,16,"$45,000.00 "
3410,16,"$65,000.00 "
3423,16,"$27,000.00 "
3429,16,$200.00 
3433,16,"$4,000.00 "
3463,16,"$57,000.00 "
3464,16,"$96,000.00 "
3466,16,"$60,000.00 "
3506,16,"$18,000.00 "
3530,16,"$62,000.00 "
3551,16,"$65,000.00 "
3581,16,"$129,000.00 "
3585,16,"$159,168.00 "
3601,16,"$40,000.00 "
3608,16,"$69,000.00 "
3617,16,"$89,000.00 "
3623,16,"$35,000.00 "
3625,16,"$26,000.00 "
3651,16,"$65,000.00 "
3669,16,"$10,000.00 "
3676,16,"$74,000.00 "
3677,16,"$60,000.00 "
3686,16,"$69,000.00 "
3709,16,"$30,000.00 "
3745,16,"$32,089.00 "
3775,16,"$53,000.00 "
3805,16,"$95,000.00 "
3809,16,"$100,000.00 "
3812,16,"$100,000.00 "
3815,16,"$263,445.00 "
3861,16,"$25,000.00 "
3872,16,"$30,000.00 "
3874,16,"$519,340.00 "
3875,16,"$92,000.00 "
3884,16,"$74,000.00 "
3889,16,"$15,000.00 "
3892,16,"$102,000.00 "
3898,16,"$110,000.00 "
3910,16,"$40,000.00 "
3922,16,"$22,000.00 "
3952,16,"$50,000.00 "
3967,16,"$125,000.00 "
3980,16,"$444,624.00 "
4023,16,"$65,000.00 "
4030,16,"$15,000.00 "
4045,16,"$50,000.00 "
4056,16,"$50,000.00 "
4057,16,"$35,000.00 "
4106,16,"$62,000.00 "
4108,16,"$23,900.00 "
4147,16,"$32,624.00 "
4164,16,"$20,000.00 "
4171,16,"$90,000.00 "
4172,16,"$34,900.00 "
4225,16,"$20,000.00 "
4257,16,"$34,000.00 "
4280,16,"$49,000.00 "
4285,16,"$40,000.00 "
4296,16,"$40,000.00 "
4299,16,"$42,000.00 "
4350,16,"$26,000.00 "
4352,16,"$30,000.00 "
4353,16,"$120,000.00 "
4355,16,"$22,000.00 "
4382,16,"$18,000.00 "
4392,16,"$37,000.00 "
4407,16,"$185,662.00 "
4410,16,"$63,000.00 "
4413,16,"$30,000.00 "
4426,16,"$211,052.00 "
4448,16,"$95,000.00 "
4466,16,"$80,000.00 "
4480,16,"$202,617.00 "
4508,16,"$72,000.00 "
4517,16,"$146,000.00 "
4531,16,"$113,000.00 "
4532,16,"$73,000.00 "
4540,16,"$57,000.00 "
4548,16,"$100,000.00 "
4565,16,"$98,000.00 "
4606,16,"$15,000.00 "
4632,16,"$45,000.00 "
4652,16,"$60,000.00 "
4662,16,"$52,000.00 "
4668,16,"$209,400.00 "
4695,16,"$91,500.00 "
4698,16,"$108,000.00 "
4742,16,"$30,000.00 "
4753,16,"$33,000.00 "
4793,16,"$115,000.00 "
4795,16,"$70,000.00 "
4812,16,"$80,000.00 "
4820,16,"$25,000.00 "
4828,16,"$66,768.00 "
4829,16,"$126,000.00 "
4830,16,"$344,856.00 "
4834,16,"$80,000.00 "
4843,16,"$45,000.00 "
4871,16,"$34,000.00 "
4873,16,"$55,000.00 "
4892,16,"$72,000.00 "
4894,16,"$81,000.00 "
4896,16,"$90,000.00 "
4927,16,"$159,193.00 "
4939,16,"$41,000.00 "
4944,16,"$75,000.00 "
5029,16,"$120,000.00 "
5099,16,"$40,000.00 "
5108,16,"$33,000.00 "
5140,16,"$10,800.00 "
5166,16,"$75,000.00 "
5188,16,"$46,000.00 "
5193,16,"$56,000.00 "
5226,16,"$85,000.00 "
5244,16,"$60,000.00 "
5250,16,"$55,000.00 "
5264,16,"$65,000.00 "
5287,16,"$3,200.00 "
5289,16,"$40,264.00 "
5326,16,"$35,000.00 "
5334,16,"$75,000.00 "
5341,16,"$52,000.00 "
5342,16,"$95,000.00 "
5352,16,"$110,000.00 "
5372,16,"$12,000.00 "
5373,16,"$35,000.00 "
5374,16,"$38,400.00 "
5381,16,"$46,000.00 "
5388,16,"$18,000.00 "
5393,16,"$59,850.00 "
5398,16,"$135,000.00 "
5406,16,"$32,000.00 "
5410,16,"$57,000.00 "
5416,16,"$15,000.00 "
5418,16,"$60,000.00 "
5420,16,"$125,000.00 "
5430,16,"$37,000.00 "
5439,16,"$110,000.00 "
5474,16,"$62,000.00 "
5485,16,"$47,000.00 "
5504,16,"$95,000.00 "
5513,16,"$25,000.00 "
5565,16,"$36,000.00 "
5590,16,"$42,000.00 "
5591,16,"$65,000.00 "
5599,16,"$82,000.00 "
5618,16,"$43,000.00 "
5666,16,"$80,000.00 "
5675,16,"$67,500.00 "
11791,16,"$123,000.00 "
11796,16,"$24,000.00 "
11809,16,"$39,000.00 "
11820,16,"$50,000.00 "
11835,16,"$14,000.00 "
11848,16,"$24,500.00 "
11854,16,"$87,000.00 "
11867,16,"$28,000.00 "
11868,16,"$102,831.00 "
11870,16,"$11,000.00 "
11881,16,"$15,000.00 "
11894,16,"$30,330.00 "
11898,16,"$58,500.00 "
11905,16,"$60,000.00 "
11920,16,"$338,101.00 "
11936,16,"$125,000.00 "
11955,16,"$42,000.00 "
12006,16,"$17,000.00 "
12014,16,"$85,000.00 "
12016,16,"$150,000.00 "
12034,16,"$161,182.00 "
12068,16,"$49,000.00 "
12088,16,"$37,000.00 "
12092,16,"$30,000.00 "
12102,16,"$100,000.00 "
12110,16,"$91,000.00 "
12116,16,"$90,000.00 "
12129,16,"$39,500.00 "
86,<12,"$14,000.00 "
156,<12,"$14,000.00 "
188,<12,"$15,000.00 "
228,<12,"$1,600.00 "
239,<12,"$9,000.00 "
253,<12,"$20,000.00 "
285,<12,"$35,000.00 "
290,<12,"$19,000.00 "
299,<12,"$25,000.00 "
313,<12,"$37,000.00 "
324,<12,"$23,000.00 "
356,<12,"$50,000.00 "
547,<12,"$69,000.00 "
585,<12,"$25,000.00 "
597,<12,$500.00 
631,<12,"$18,000.00 "
675,<12,"$8,400.00 "
701,<12,"$9,800.00 "
714,<12,"$20,000.00 "
722,<12,"$57,500.00 "
862,<12,"$25,000.00 "
1034,<12,"$23,000.00 "
1068,<12,"$12,000.00 "
1089,<12,"$35,000.00 "
1090,<12,"$1,300.00 "
1091,<12,"$24,000.00 "
1134,<12,"$53,000.00 "
1148,<12,"$31,000.00 "
1153,<12,"$2,300.00 "
1260,<12,"$35,000.00 "
1318,<12,"$37,000.00 "
1413,<12,"$19,000.00 "
1434,<12,"$31,980.00 "
1436,<12,"$10,000.00 "
1455,<12,"$25,000.00 "
1471,<12,"$50,000.00 "
1547,<12,"$85,000.00 "
1548,<12,"$4,000.00 "
1725,<12,"$25,000.00 "
1779,<12,"$74,000.00 "
1797,<12,"$3,040.00 "
1820,<12,"$8,000.00 "
1824,<12,"$19,000.00 "
2031,<12,"$36,000.00 "
2051,<12,"$20,000.00 "
2134,<12,"$10,000.00 "
2194,<12,"$30,000.00 "
2224,<12,"$5,000.00 "
2254,<12,"$30,000.00 "
2255,<12,"$45,000.00 "
2318,<12,"$43,000.00 "
2348,<12,"$14,560.00 "
2398,<12,"$32,000.00 "
2403,<12,"$18,000.00 "
2419,<12,"$55,000.00 "
2462,<12,"$18,420.00 "
2466,<12,"$22,000.00 "
2485,<12,"$18,000.00 "
2587,<12,"$25,500.00 "
2653,<12,"$20,000.00 "
2655,<12,"$5,300.00 "
2661,<12,"$18,674.00 "
2666,<12,"$13,700.00 "
2675,<12,"$17,000.00 "
2676,<12,"$27,000.00 "
2683,<12,"$30,000.00 "
2698,<12,"$6,000.00 "
2705,<12,"$14,000.00 "
2716,<12,"$35,000.00 "
2728,<12,"$50,000.00 "
2747,<12,"$9,984.00 "
2867,<12,"$10,000.00 "
2953,<12,"$85,000.00 "
2971,<12,"$2,100.00 "
3030,<12,"$28,500.00 "
3050,<12,"$60,000.00 "
3230,<12,"$80,000.00 "
3311,<12,"$25,000.00 "
3319,<12,"$6,000.00 "
3321,<12,"$21,000.00 "
3343,<12,"$19,968.00 "
3436,<12,"$8,000.00 "
3438,<12,"$14,000.00 "
3440,<12,"$61,000.00 "
3540,<12,"$37,000.00 "
3554,<12,"$38,000.00 "
3570,<12,"$56,000.00 "
3572,<12,"$14,000.00 "
3607,<12,"$16,000.00 "
3657,<12,"$38,000.00 "
3693,<12,"$30,000.00 "
3742,<12,"$98,000.00 "
4047,<12,"$2,400.00 "
4068,<12,"$22,000.00 "
4098,<12,"$38,800.00 "
4156,<12,"$68,000.00 "
4181,<12,"$15,000.00 "
4235,<12,"$2,000.00 "
4335,<12,"$67,000.00 "
4417,<12,"$19,000.00 "
4474,<12,"$30,700.00 "
4476,<12,"$25,000.00 "
4503,<12,"$18,000.00 "
4681,<12,"$3,000.00 "
4731,<12,"$20,017.00 "
4733,<12,"$12,000.00 "
4901,<12,"$32,000.00 "
4923,<12,"$22,000.00 "
4937,<12,"$22,000.00 "
4946,<12,"$43,000.00 "
4960,<12,"$60,000.00 "
5128,<12,"$29,000.00 "
5132,<12,"$26,000.00 "
5269,<12,"$30,000.00 "
5363,<12,"$52,000.00 "
5446,<12,"$9,600.00 "
5447,<12,"$27,300.00 "
5461,<12,"$71,776.00 "
5469,<12,"$7,200.00 "
5488,<12,$350.00 
5519,<12,"$18,000.00 "
5603,<12,"$36,000.00 "
5604,<12,"$40,000.00 "
5713,<12,"$44,328.00 "
11751,<12,"$10,000.00 "
11755,<12,"$60,000.00 "
11762,<12,"$100,000.00 "
11776,<12,"$25,000.00 "
11787,<12,"$8,000.00 "
11814,<12,"$9,000.00 "
11818,<12,"$13,000.00 "
11850,<12,"$32,000.00 "
11890,<12,"$50,400.00 "
12065,<12,"$56,000.00 "
12122,<12,"$30,000.00 "
12135,<12,"$22,000.00 "
20,>16,"$64,000.00 "
46,>16,"$42,000.00 "
58,>16,"$55,500.00 "
69,>16,"$120,000.00 "
73,>16,"$186,135.00 "
121,>16,"$41,000.00 "
140,>16,"$65,000.00 "
141,>16,"$44,768.00 "
158,>16,"$35,100.00 "
162,>16,"$76,000.00 "
186,>16,"$65,000.00 "
190,>16,"$92,000.00 "
191,>16,"$118,000.00 "
195,>16,"$348,204.00 "
198,>16,"$130,000.00 "
219,>16,"$102,000.00 "
220,>16,"$105,000.00 "
247,>16,"$79,000.00 "
281,>16,"$99,000.00 "
342,>16,"$96,000.00 "
350,>16,"$100,000.00 "
360,>16,"$34,000.00 "
376,>16,"$47,000.00 "
399,>16,"$62,500.00 "
422,>16,"$55,000.00 "
456,>16,"$50,000.00 "
458,>16,"$65,000.00 "
459,>16,"$10,000.00 "
480,>16,"$60,000.00 "
481,>16,"$388,725.00 "
482,>16,"$122,000.00 "
501,>16,"$25,000.00 "
521,>16,"$80,000.00 "
554,>16,"$1,100.00 "
556,>16,"$147,000.00 "
557,>16,"$1,200.00 "
558,>16,"$36,000.00 "
561,>16,"$42,000.00 "
562,>16,"$55,000.00 "
649,>16,"$110,000.00 "
653,>16,"$96,000.00 "
664,>16,"$43,000.00 "
683,>16,"$52,000.00 "
686,>16,"$57,000.00 "
725,>16,"$74,000.00 "
752,>16,"$120,000.00 "
776,>16,"$115,000.00 "
778,>16,"$30,000.00 "
804,>16,"$16,000.00 "
813,>16,"$33,000.00 "
821,>16,"$34,000.00 "
825,>16,"$73,000.00 "
827,>16,"$169,541.00 "
829,>16,"$66,000.00 "
874,>16,"$90,000.00 "
879,>16,"$52,900.00 "
884,>16,"$52,000.00 "
890,>16,"$183,306.00 "
902,>16,"$64,320.00 "
906,>16,"$90,000.00 "
907,>16,"$7,000.00 "
944,>16,"$54,000.00 "
974,>16,"$55,000.00 "
976,>16,"$51,000.00 "
1019,>16,"$29,000.00 "
1020,>16,"$84,000.00 "
1046,>16,$63.00 
1049,>16,"$51,000.00 "
1051,>16,"$67,000.00 "
1052,>16,"$183,467.00 "
1072,>16,"$65,000.00 "
1086,>16,"$67,500.00 "
1098,>16,"$108,000.00 "
1101,>16,"$50,000.00 "
1105,>16,"$61,000.00 "
1182,>16,"$48,000.00 "
1185,>16,"$268,384.00 "
1187,>16,"$39,000.00 "
1208,>16,"$120,000.00 "
1240,>16,"$52,000.00 "
1252,>16,"$16,000.00 "
1255,>16,"$87,000.00 "
1323,>16,"$42,000.00 "
1344,>16,"$72,000.00 "
1359,>16,"$40,000.00 "
1362,>16,"$70,000.00 "
1395,>16,"$63,000.00 "
1433,>16,"$50,000.00 "
1470,>16,"$35,000.00 "
1479,>16,"$100,000.00 "
1501,>16,"$60,000.00 "
1503,>16,"$58,000.00 "
1509,>16,"$25,000.00 "
1538,>16,"$45,000.00 "
1603,>16,"$20,000.00 "
1619,>16,"$65,000.00 "
1621,>16,"$35,942.00 "
1632,>16,"$100,035.00 "
1633,>16,"$100,000.00 "
1719,>16,"$60,000.00 "
1730,>16,"$52,000.00 "
1735,>16,"$3,000.00 "
1746,>16,"$116,000.00 "
1787,>16,"$52,000.00 "
1795,>16,"$108,888.00 "
1803,>16,"$36,000.00 "
1804,>16,"$12,000.00 "
1841,>16,"$85,000.00 "
1844,>16,"$188,404.00 "
1846,>16,"$192,896.00 "
1858,>16,"$68,000.00 "
1875,>16,"$130,000.00 "
1880,>16,"$30,000.00 "
1896,>16,"$28,000.00 "
1906,>16,"$25,000.00 "
1914,>16,"$48,000.00 "
1916,>16,"$74,481.00 "
1951,>16,"$42,000.00 "
1952,>16,"$85,000.00 "
1953,>16,"$24,000.00 "
1999,>16,"$46,000.00 "
2010,>16,"$12,000.00 "
2027,>16,"$9,000.00 "
2029,>16,"$135,000.00 "
2030,>16,"$5,500.00 "
2037,>16,"$2,700.00 "
2038,>16,"$162,919.00 "
2042,>16,"$6,000.00 "
2062,>16,"$110,000.00 "
2113,>16,"$100,000.00 "
2123,>16,"$33,600.00 "
2126,>16,"$42,000.00 "
2136,>16,"$34,500.00 "
2164,>16,"$69,000.00 "
2200,>16,"$65,000.00 "
2237,>16,"$64,000.00 "
2285,>16,"$55,000.00 "
2302,>16,"$112,000.00 "
2339,>16,"$235,236.00 "
2360,>16,"$18,500.00 "
2438,>16,"$90,000.00 "
2442,>16,"$79,000.00 "
2461,>16,"$61,000.00 "
2526,>16,"$80,000.00 "
2549,>16,"$38,000.00 "
2558,>16,"$61,000.00 "
2569,>16,"$24,000.00 "
2588,>16,"$70,000.00 "
2589,>16,"$125,000.00 "
2603,>16,"$41,000.00 "
2622,>16,"$33,000.00 "
2626,>16,"$38,000.00 "
2628,>16,"$8,000.00 "
2630,>16,"$70,000.00 "
2636,>16,"$40,500.00 "
2642,>16,"$68,000.00 "
2646,>16,"$90,000.00 "
2649,>16,"$37,000.00 "
2684,>16,"$40,000.00 "
2685,>16,"$58,000.00 "
2695,>16,"$80,000.00 "
2724,>16,"$167,252.00 "
2800,>16,"$35,000.00 "
2809,>16,"$15,000.00 "
2823,>16,"$50,000.00 "
2840,>16,"$88,000.00 "
2845,>16,"$70,000.00 "
2847,>16,"$48,000.00 "
2851,>16,"$357,310.00 "
2861,>16,"$124,000.00 "
2870,>16,"$126,000.00 "
2871,>16,"$80,000.00 "
2896,>16,"$162,733.00 "
2900,>16,$500.00 
2902,>16,"$33,000.00 "
2906,>16,"$85,000.00 "
2910,>16,"$35,000.00 "
2929,>16,"$46,000.00 "
2936,>16,"$40,000.00 "
2941,>16,"$180,621.00 "
2957,>16,"$35,000.00 "
2959,>16,"$110,000.00 "
2961,>16,"$68,000.00 "
2980,>16,$170.00 
3019,>16,"$85,000.00 "
3033,>16,"$150,000.00 "
3109,>16,"$58,000.00 "
3111,>16,"$43,000.00 "
3112,>16,"$105,000.00 "
3137,>16,"$120,000.00 "
3142,>16,"$106,000.00 "
3146,>16,"$62,000.00 "
3168,>16,"$115,000.00 "
3170,>16,"$268,323.00 "
3171,>16,"$152,840.00 "
3173,>16,"$125,000.00 "
3198,>16,"$53,600.00 "
3224,>16,"$130,000.00 "
3238,>16,"$28,000.00 "
3239,>16,"$30,000.00 "
3240,>16,"$46,000.00 "
3244,>16,"$24,000.00 "
3256,>16,"$80,000.00 "
3257,>16,"$75,000.00 "
3278,>16,$147.00 
3290,>16,"$150,000.00 "
3309,>16,"$54,000.00 "
3337,>16,"$89,000.00 "
3341,>16,"$39,000.00 "
3357,>16,"$150,490.00 "
3361,>16,"$703,637.00 "
3376,>16,"$73,000.00 "
3379,>16,"$99,000.00 "
3390,>16,"$80,000.00 "
3391,>16,"$30,824.00 "
3393,>16,"$25,000.00 "
3394,>16,"$85,000.00 "
3406,>16,"$38,500.00 "
3422,>16,"$2,000.00 "
3431,>16,"$171,428.00 "
3515,>16,"$97,000.00 "
3535,>16,"$82,376.00 "
3558,>16,"$96,000.00 "
3582,>16,"$150,000.00 "
3583,>16,"$100,000.00 "
3588,>16,"$60,000.00 "
3614,>16,"$10,180.00 "
3619,>16,"$32,500.00 "
3628,>16,"$189,210.00 "
3641,>16,"$51,000.00 "
3643,>16,"$38,000.00 "
3664,>16,"$68,000.00 "
3690,>16,"$138,000.00 "
3757,>16,"$95,000.00 "
3771,>16,"$32,253.00 "
3792,>16,"$88,000.00 "
3800,>16,"$8,000.00 "
3803,>16,"$69,000.00 "
3804,>16,"$40,000.00 "
3836,>16,"$110,000.00 "
3854,>16,"$169,884.00 "
3855,>16,"$16,500.00 "
3860,>16,"$55,000.00 "
3863,>16,"$157,957.00 "
3865,>16,"$176,431.00 "
3866,>16,"$35,000.00 "
3868,>16,"$43,450.00 "
3873,>16,"$50,000.00 "
3886,>16,"$101,000.00 "
3890,>16,"$150,000.00 "
3894,>16,"$62,000.00 "
3895,>16,"$20,000.00 "
3897,>16,"$90,000.00 "
3903,>16,"$5,200.00 "
3904,>16,"$51,000.00 "
3911,>16,"$29,000.00 "
3916,>16,"$97,000.00 "
3964,>16,"$39,500.00 "
3966,>16,"$155,485.00 "
3972,>16,"$28,500.00 "
4010,>16,"$50,000.00 "
4019,>16,"$99,000.00 "
4053,>16,"$50,000.00 "
4055,>16,"$206,869.00 "
4092,>16,"$42,000.00 "
4093,>16,"$65,000.00 "
4107,>16,"$52,000.00 "
4124,>16,"$61,000.00 "
4191,>16,"$85,300.00 "
4226,>16,"$85,605.00 "
4227,>16,"$47,000.00 "
4289,>16,"$162,660.00 "
4290,>16,"$75,419.00 "
4298,>16,"$91,000.00 "
4302,>16,"$53,000.00 "
4306,>16,"$32,000.00 "
4372,>16,"$102,500.00 "
4408,>16,"$92,000.00 "
4424,>16,"$93,000.00 "
4425,>16,"$22,000.00 "
4428,>16,"$42,000.00 "
4429,>16,"$49,938.00 "
4470,>16,"$75,000.00 "
4471,>16,"$140,000.00 "
4570,>16,"$72,000.00 "
4576,>16,"$16,000.00 "
4590,>16,"$58,000.00 "
4592,>16,"$48,000.00 "
4607,>16,"$55,000.00 "
4609,>16,"$194,757.00 "
4626,>16,"$130,000.00 "
4634,>16,"$355,767.00 "
4635,>16,"$70,000.00 "
4683,>16,"$10,000.00 "
4686,>16,"$84,000.00 "
4692,>16,"$29,000.00 "
4754,>16,"$67,000.00 "
4756,>16,"$163,271.00 "
